NCTId,BriefTitle,OverallStatus,StudyType,Phases,Conditions,LeadSponsorName,StartDate,StudyFirstPostDate,LastUpdatePostDate,Timestamp
NCT02109692,Evaluation of Muscle miRNA as Biomarkers in Dystrophinopathies,UNKNOWN,INTERVENTIONAL,NA,"Muscular Dystrophies, Becker Muscular Dystrophy, Duchenne Muscular Dystrophy","University Hospital, Montpellier",2014-05-19,2014-04-10,2018-05-15,2024-10-25T17:03:50.848735
NCT03236662,(-)- Epicatechin Becker Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Becker Muscular Dystrophy,"Craig McDonald, MD",2016-11,2017-08-02,2021-11-24,2024-10-25T17:03:50.848735
NCT04782440,The Effect of Telerehabilitation of Patients With Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Marmara University,2021-04,2021-03-04,2021-03-04,2024-10-25T17:03:50.848735
NCT01462292,A Clinical Study to Assess Two Doses of GSK2402968 in Subjects With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE2,Muscular Dystrophies,GlaxoSmithKline,2011-10-26,2011-10-31,2017-10-16,2024-10-25T17:03:50.848735
NCT04353167,Examination of the Relationship Between Foot - Body Posture and Balance and Gait in Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Foot Posture, Balance, Gait Disorders, Neurologic, Body Posture",Hacettepe University,2020-03-15,2020-04-20,2022-07-27,2024-10-25T17:03:50.848735
NCT06606340,"A Long-term Observational Study Evaluating Eteplirsen, Golodirsen, or Casimersen in Routine Clinical Practice",ENROLLING_BY_INVITATION,OBSERVATIONAL,,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2019-01-07,2024-09-23,2024-09-23,2024-10-25T17:03:50.848735
NCT02636686,Extension Study of Drisapersen in DMD Subjects,NO_LONGER_AVAILABLE,EXPANDED_ACCESS,,Duchenne Muscular Dystrophy,BioMarin Pharmaceutical,,2015-12-22,2018-01-24,2024-10-25T17:03:50.848735
NCT02315339,European Home Mechanical Ventilation Registry,TERMINATED,OBSERVATIONAL,,"Pulmonary Disease, Chronic Obstructive, Amyotrophic Lateral Sclerosis, Spinal Cord Injury, Muscular Dystrophies, Obesity Hypoventilation Syndrome, Kyphoscoliosis, Congenital Central Hypoventilation Syndrome, Duchenne Muscular Dystrophy, Myopathies, Myotonic Dystrophy",ResMed,2014-08,2014-12-11,2020-04-09,2024-10-25T17:03:50.848735
NCT03039686,"Clinical Trial to Evaluate the Efficacy, Safety, and Tolerability of RO7239361 in Ambulatory Boys With Duchenne Muscular Dystrophy",COMPLETED,INTERVENTIONAL,"PHASE2, PHASE3",Duchenne Muscular Dystrophy,Hoffmann-La Roche,2017-07-06,2017-02-01,2020-12-21,2024-10-25T17:03:50.848735
NCT05564962,Quality and Independence of Gait Classification Scale for DMD (QIGS-DMD),COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Gait Disorders in Children",Hacettepe University,2021-01-19,2022-10-04,2022-10-04,2024-10-25T17:03:50.848735
NCT03936894,Single Escalating Dose Pilot Trial of Canakinumab (ILARIS®) in Duchenne Muscular Dystrophy,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Children's National Research Institute,2019-05-01,2019-05-03,2023-09-21,2024-10-25T17:03:50.848735
NCT05753462,"Phase 1/2a for Safety, PK and PD of SQY51 in Paediatric and Adult Patients Duchenne Muscular Dystrophy",RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Sqy Therapeutics,2023-04-26,2023-03-03,2024-04-01,2024-10-25T17:03:50.848735
NCT02858362,Proof of Concept Study to Assess Activity and Safety of SMT C1100 (Ezutromid) in Boys With Duchenne Muscular Dystrophy (DMD),TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Summit Therapeutics,2016-06,2016-08-08,2020-01-02,2024-10-25T17:03:50.848735
NCT02470962,Cardiac Involvement in Patients With Duchenne/Becker Muscular Dystrophy,UNKNOWN,OBSERVATIONAL,,Duchenne / Becker Muscular Dystrophy,"University Children's Hospital, Zurich",2015-05,2015-06-12,2019-07-12,2024-10-25T17:03:50.848735
NCT05185622,A Study to Assess Vamorolone in Boys Ages 2 to <4 Years and 7 to <18 Years With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Santhera Pharmaceuticals,2022-03-21,2022-01-11,2024-10-16,2024-10-25T17:03:50.848735
NCT03354039,Tamoxifen in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,"University Hospital, Basel, Switzerland",2018-06-12,2017-11-27,2022-12-20,2024-10-25T17:03:50.848735
NCT05135663,Extension Study of NS-089/NCNP-02 in DMD,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy (DMD),"Nippon Shinyaku Co., Ltd.",2021-06-23,2021-11-26,2023-03-03,2024-10-25T17:03:50.848735
NCT01396239,Efficacy Study of AVI-4658 to Induce Dystrophin Expression in Selected Duchenne Muscular Dystrophy Patients,COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2011-07,2011-07-18,2020-03-30,2024-10-25T17:03:50.848735
NCT02036463,A Trial of Chronotherapy of Corticosteroids in Duchenne Muscular Dystrophy,WITHDRAWN,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy (DMD),Ann & Robert H Lurie Children's Hospital of Chicago,2014-11,2014-01-15,2015-02-18,2024-10-25T17:03:50.848735
NCT04821063,Placebo-Corrected Effects of Therapeutic Dose (100 mg) and Supratherapeutic Dose (300 mg) of ITF2357 (Givinostat) and Moxifloxacin on QT/QTC Interval,COMPLETED,INTERVENTIONAL,PHASE1,"Duchenne and Becker Muscular Dystrophy, Polycytemia Vera",Italfarmaco,2021-04-13,2021-03-29,2024-01-11,2024-10-25T17:03:50.848735
NCT06328725,Evaluate the Efficacy and Safety of EN001 in Patients With Duchenne Muscular Dystrophy,NOT_YET_RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,ENCell,2024-03,2024-03-25,2024-03-25,2024-10-25T17:03:50.848735
NCT02194725,"Where Does Hope Fit In? The Relationship Between Hope, Uncertainty, and Coping Efficacy in Mothers of Children With Duchenne/Becker Muscular Dystrophy",COMPLETED,OBSERVATIONAL,,Stress,National Human Genome Research Institute (NHGRI),2014-07-06,2014-07-18,2018-04-05,2024-10-25T17:03:50.848735
NCT06174025,Validity and Reliability of the 6 Minute Pegboard Ring Test,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Çağtay Maden,2023-06-30,2023-12-18,2024-01-12,2024-10-25T17:03:50.848735
NCT03507530,Effects of Fear of Falling on Physical Performance and Quality of Life in Children With Duchenne Muscular Dystrophy,UNKNOWN,OBSERVATIONAL,,"Neuromuscular Diseases, Duchenne Muscular Dystrophy, Dystrophy, Dystrophy, Muscular",Canan İpek,2018-04,2018-04-25,2018-04-27,2024-10-25T17:03:50.848735
NCT02147639,Effects of Sodium Nitrate on Blood Flow in Becker Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE2, PHASE3",Becker Muscular Dystrophy,Cedars-Sinai Medical Center,2013-10,2014-05-28,2020-01-14,2024-10-25T17:03:50.848735
NCT06013839,TXA127 in Non-Ambulant Patients With DMD Cardiomyopathy,RECRUITING,INTERVENTIONAL,PHASE2,DMD-Associated Dilated Cardiomyopathy,Constant Therapeutics LLC,2023-08-31,2023-08-28,2024-01-23,2024-10-25T17:03:50.848735
NCT06450639,An Open-label Study to Assess the Efficacy and Safety of Satralizumab in Duchenne Muscular Dystrophy,RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Hoffmann-La Roche,2024-10-31,2024-06-10,2024-10-23,2024-10-25T17:03:50.848735
NCT06138639,A Study of SGT-003 Gene Therapy in Duchenne Muscular Dystrophy (INSPIRE DUCHENNE),RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Solid Biosciences Inc.,2024-05-06,2023-11-18,2024-10-15,2024-10-25T17:03:50.848735
NCT01826422,Effect of EPA and DHA in the Inflammation and Metabolic Disorders in DMD/DMB Patients,COMPLETED,INTERVENTIONAL,NA,"Muscular Dystrophy, Duchenne","Coordinación de Investigación en Salud, Mexico",2013-03,2013-04-08,2018-03-09,2024-10-25T17:03:50.848735
NCT01834066,Study Safety and Efficacy of Bone Marrow Derived Autologous Cells for the Treatment of Muscular Dystrophy.,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2","Muscular Dystrophy, Duchenne Muscular Dystrophy,","Chaitanya Hospital, Pune",2014-09,2013-04-17,2014-09-17,2024-10-25T17:03:50.848735
NCT04336826,A Study to Evaluate the Safety and Pharmacokinetics of Ataluren in Participants From ≥6 Months to <2 Years of Age With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD),COMPLETED,INTERVENTIONAL,PHASE2,Nonsene Mutation Duchenne Muscular Dystrophy,PTC Therapeutics,2021-12-29,2020-04-07,2024-04-01,2024-10-25T17:03:50.848735
NCT04371666,Phase 3 Trial of Pamrevlumab or Placebo With Systemic Corticosteroids in Participants With Non-ambulatory Duchenne Muscular Dystrophy (DMD),TERMINATED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,FibroGen,2020-08-10,2020-05-01,2024-03-12,2024-10-25T17:03:50.848735
NCT03979157,Non-invasive Molecular Imaging of Muscle Structure (MSOT_muscles),COMPLETED,INTERVENTIONAL,NA,Muscular Diseases,University of Erlangen-Nürnberg Medical School,2019-10-14,2019-06-07,2020-07-07,2024-10-25T17:03:50.848735
NCT02704325,Gene Transfer Clinical Trial for Duchenne Muscular Dystrophy Using rAAVrh74.MCK.GALGT2,WITHDRAWN,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Kevin Flanigan,2016-04,2016-03-10,2018-02-06,2024-10-25T17:03:50.848735
NCT02752048,A Phase IIa Study of TAS-205 for Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Taiho Pharmaceutical Co., Ltd.",2016-05,2016-04-26,2020-04-20,2024-10-25T17:03:50.848735
NCT05280730,Assessment of Neurodevelopmental Needs in Duchenne Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Virginia Commonwealth University,2022-02-02,2022-03-15,2024-04-16,2024-10-25T17:03:50.848735
NCT00758225,"Long-term Safety, Tolerability and Efficacy of Idebenone in Duchenne Muscular Dystrophy (DELPHI Extension)",COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Santhera Pharmaceuticals,2008-09,2008-09-25,2011-06-01,2024-10-25T17:03:50.848735
NCT00428935,Safety Study of Mini-dystrophin Gene to Treat Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,Nationwide Children's Hospital,2006-03,2007-01-30,2013-02-05,2024-10-25T17:03:50.848735
NCT02165358,Muscle MRI in Becker Muscular Dystrophy and in Limb-girdle Muscular Dystrophy Type 2I,COMPLETED,OBSERVATIONAL,,"Becker Muscular Dystrophy, Limb-Girdle Muscular Dystrophy Type 2I","Rigshospitalet, Denmark",2014-06,2014-06-17,2016-11-11,2024-10-25T17:03:50.848735
NCT01239758,Extension Study of ACE-031 in Subjects With Duchenne Muscular Dystrophy,TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Acceleron Pharma, Inc., a wholly-owned subsidiary of Merck & Co., Inc., Rahway, NJ USA",2010-10,2010-11-11,2013-02-01,2024-10-25T17:03:50.848735
NCT03238235,Clinical Study to Evaluate the Efficacy and Safety of Givinostat in Ambulant Patients With Becker Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Becker Muscular Dystrophy,Italfarmaco,2017-12-12,2017-08-03,2022-01-26,2024-10-25T17:03:50.848735
NCT03558958,Safety and Efficacy of P-188 NF in DMD Patients,TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Phrixus Pharmaceuticals, Inc.",2018-08-08,2018-06-15,2023-01-11,2024-10-25T17:03:50.848735
NCT05019625,Biomarker Development for Muscular Dystrophies,RECRUITING,OBSERVATIONAL,,"Myotonic Dystrophy, Duchenne Muscular Dystrophy, Becker Muscular Dystrophy, Facioscapulohumeral Muscular Dystrophy",Massachusetts General Hospital,2015-02-20,2021-08-25,2023-10-06,2024-10-25T17:03:50.848735
NCT01478022,"To Compare the Pharmacokinetics Profiles of ISO 20, IBU 200 and IBU Plus ISO Combinations 200 + 20",COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy (DMD),"Parent Project, Italy",2011-10,2011-11-23,2018-08-31,2024-10-25T17:03:50.848735
NCT00799266,An Efficacy and Safety Trial of Intravenous Zoledronic Acid Twice Yearly in Osteoporotic Children Treated With Glucocorticoids,COMPLETED,INTERVENTIONAL,PHASE3,Osteoporosis,Novartis Pharmaceuticals,2008-12-04,2008-11-27,2020-09-02,2024-10-25T17:03:50.848735
NCT02081625,Exploratory Study of NS-065/NCNP-01 in DMD,COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,"National Center of Neurology and Psychiatry, Japan",2013-06,2014-03-07,2020-02-26,2024-10-25T17:03:50.848735
NCT05670730,Study of AOC 1044 in Healthy Adult Volunteers and Participants with Duchenne Muscular Dystrophy (DMD) Mutations Amenable to Exon 44 Skipping,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2","Duchenne Muscular Dystrophy, Exon 44","Avidity Biosciences, Inc.",2022-11-09,2023-01-04,2024-09-23,2024-10-25T17:03:50.848735
NCT05126758,A Study of CAP-1002 in Ambulatory and Non-Ambulatory Patients With Duchenne Muscular Dystrophy,RECRUITING,INTERVENTIONAL,PHASE3,"Muscular Dystrophies, Muscular Dystrophy, Duchenne, Muscular Disorders, Atrophic, Muscular Diseases, Neuromuscular Diseases, Genetic Diseases, X-Linked, Genetic Diseases, Inborn, Nervous System Diseases",Capricor Inc.,2022-06-22,2021-11-19,2024-07-23,2024-10-25T17:03:50.848735
NCT06124196,Wearable Technology to Evaluate Hyperglycemia and HRV in DMD,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Vanderbilt University Medical Center,2024-03-20,2023-11-09,2024-04-01,2024-10-25T17:03:50.848735
NCT06540365,Applying the Pathways and Resources for Engagement and Participation Protocol Among People With Muscles Dystrophies,NOT_YET_RECRUITING,INTERVENTIONAL,NA,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",University of Haifa,2024-08,2024-08-06,2024-08-06,2024-10-25T17:03:50.848735
NCT04004065,"Two-Part Study for Dose Determination of Vesleteplirsen (SRP-5051) (Part A), Then Dose Efficacy (Part B) in Participants With Duchenne Muscular Dystrophy Amenable to Exon 51-Skipping Treatment",ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2019-06-26,2019-07-01,2024-10-03,2024-10-25T17:03:50.848735
NCT01978366,Open Label Extension Study of HT-100 in Patients With DMD,TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Processa Pharmaceuticals,2013-10,2013-11-07,2020-09-03,2024-10-25T17:03:50.848735
NCT01506518,Double Push Acoustic Radiation Force (DP ARF) Ultrasound for Monitoring Degeneration in Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne","University of North Carolina, Chapel Hill",2012-01,2012-01-10,2021-08-02,2024-10-25T17:03:50.848735
NCT06290713,Vasodilator and Exercise Study for DMD (VASO-REx),RECRUITING,INTERVENTIONAL,PHASE2,"Duchenne Muscular Dystrophy, Duchenne Disease, Muscular Dystrophy, Muscular Dystrophy in Children, Vasodilation, Exercise, DMD",University of Florida,2024-06-05,2024-03-04,2024-06-25,2024-10-25T17:03:50.848735
NCT04173234,Aerobic Exercise in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Hacettepe University,2019-04-11,2019-11-21,2021-09-30,2024-10-25T17:03:50.848735
NCT01385917,Observational Study of Patients With Duchenne Muscular Dystrophy Theoretically Treatable With Exon 53 Skipping,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Genethon,2011-10,2011-06-30,2016-04-12,2024-10-25T17:03:50.848735
NCT01648634,Nebivolol for the Prevention of Left Ventricular Systolic Dysfunction in Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE3,"Duchenne Muscular Dystrophy, Cardiomyopathy, Heart Failure",Assistance Publique - Hôpitaux de Paris,2012-02-13,2012-07-24,2021-09-28,2024-10-25T17:03:50.848735
NCT00893334,Evaluation of Limb-Girdle Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Becker Muscular Dystrophy, Limb-Girdle Muscular Dystrophy, Type 2A (Calpain-3 Deficiency), Limb-Girdle Muscular Dystrophy, Type 2B (Miyoshi Myopathy, Dysferlin Deficiency), Limb-Girdle Muscular Dystrophy, Type 2I (FKRP-deficiency)",Cooperative International Neuromuscular Research Group,2009-04,2009-05-06,2014-03-07,2024-10-25T17:03:50.848735
NCT04386304,Safety and Biomarker Response to (+)-Epicatechin in Becker Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,Becker Muscular Dystrophy,Epirium Bio Inc.,2020-07-13,2020-05-13,2022-03-23,2024-10-25T17:03:50.848735
NCT03513367,The Validation Process for Confirmation of the French Version of the Pediatric Quality of Life Inventory :PedsQLTM.,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,"University Hospital, Toulouse",2018-09-19,2018-05-01,2019-04-18,2024-10-25T17:03:50.848735
NCT01540604,"CRD007 for the Treatment of Duchenne Muscular Dystrophy, Becker Muscular Dystrophy and Symptomatic Carriers",COMPLETED,INTERVENTIONAL,PHASE2,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",RSPR Pharma AB,,2012-02-29,2012-10-02,2024-10-25T17:03:50.848735
NCT02329769,"Open Label, Extension Study of PRO044 in Duchenne Muscular Dystrophy (DMD)",TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,BioMarin Pharmaceutical,2014-12,2015-01-01,2017-12-08,2024-10-25T17:03:50.848735
NCT00004646,"Phase III Randomized, Double-Blind Study of Prednisone for Duchenne Muscular Dystrophy",COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,National Center for Research Resources (NCRR),1995-04,2000-02-25,2005-06-24,2024-10-25T17:03:50.848735
NCT06337669,Characterization of DupEx2 Duchenne Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne",IRCCS San Raffaele,2022-01-31,2024-03-29,2024-03-29,2024-10-25T17:03:50.848735
NCT00110669,High-dose Prednisone in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,Cooperative International Neuromuscular Research Group,2004-01,2005-05-13,2011-10-27,2024-10-25T17:03:50.848735
NCT04768062,Study to Assess the Safety and Efficacy of Viltolarsen in Ambulant Boys With DMD (RACER53-X),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,"NS Pharma, Inc.",2021-04-13,2021-02-24,2024-02-14,2024-10-25T17:03:50.848735
NCT02500381,Study of SRP-4045 (Casimersen) and SRP-4053 (Golodirsen) in Participants With Duchenne Muscular Dystrophy (DMD),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,"Sarepta Therapeutics, Inc.",2016-09-28,2015-07-16,2024-10-01,2024-10-25T17:03:50.848735
NCT05436210,Postural and Anthropometric Properties of Foot and Ankle of Patients With DMD,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Ambulation Difficulty, Posture Disorders in Children, Ambulation Disorder, Neurologic",Hacettepe University,2022-06-23,2022-06-29,2023-01-04,2024-10-25T17:03:50.848735
NCT02235844,Allogeneic Human Umbilical Cord Mesenchymal Stem Cells for a Single Male Patient With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE1,Duchenne's Muscular Dystrophy,"Allergy and Asthma Consultants, Wichita, Kansas",2014-09,2014-09-10,2019-09-16,2024-10-25T17:03:50.848735
NCT01081080,Cardiac Magnetic Resonance in Children With Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy, Limb Girdle Muscular Dystrophy",Cooperative International Neuromuscular Research Group,2010-04,2010-03-05,2013-01-11,2024-10-25T17:03:50.848735
NCT02972580,Characterization of Clinical Skeletal and Cardiac Impairment in Carriers of DMD and BMD,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",Nationwide Children's Hospital,2016-06,2016-11-23,2024-08-27,2024-10-25T17:03:50.848735
NCT06066580,Open-Label Extension of EDG-5506 in Participants with Becker Muscular Dystrophy,ENROLLING_BY_INVITATION,INTERVENTIONAL,PHASE2,Becker Muscular Dystrophy,"Edgewise Therapeutics, Inc.",2023-11-02,2023-10-04,2024-10-24,2024-10-25T17:03:50.848735
NCT03760029,A Natural History Study In Chinese Male Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Pfizer,2019-07-24,2018-11-30,2024-09-19,2024-10-25T17:03:50.848735
NCT00390104,Molecular Analysis of Patients With Neuromuscular Disease,RECRUITING,OBSERVATIONAL,,"Neuromuscular; Disorder, Hereditary, Duchenne/Becker Muscular Dystrophy, Limb-girdle Muscular Dystrophy",Boston Children's Hospital,2002-01,2006-10-19,2023-04-24,2024-10-25T17:03:50.848735
