NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT02472990,Biomechanical and Morphological Changes in Dystrophic Muscle,MARCHE-DMD,UNKNOWN,"The loss of ability to walk in many children with DMD (Duchenne muscular Dystrophy) is a pejorative event. Biomechanical and morphological unknowledge about the loss of the walk ability in children with DMD is an obstacle in reeducative, pharmacological or surgical therapeutic targets.",False,Duchenne Dystrophy Muscular,OTHER,No drug and no placebo were used in this study,Determine biomechanical and morphological predictive factors of the loss of the walk ability of the children with DMD,"Identify the muscles wasting and their implication in the loss of strength and the walking ability, Biomechanical evolutionary data collected during the last 2 years of walking, Establish the relationship between the parameters of walking and the scrawny body morphological anomalies","University Hospital, Brest",,ALL,5 Years,17 Years,CHILD,NA,50,OTHER,INTERVENTIONAL,OTHER,MARCHE-DMD,,2015-07,2020-01,2021-01,2015-06-16,,2018-03-16,2024-12-10T07:22:19.264591
NCT02835079,Treatment Effect of Tamoxifen on Patients With DMD,,COMPLETED,"Duchenne muscular dystrophy (DMD) is a progressive devastating disease that affects mainly boys, with an incidence of about 1:3,500 live births. The pathology of DMD is a result of non-repaired muscle damage that leads to muscle-tissue replacement by scar tissue, a process known as fibrosis. Currently, there is no effective treatment for the disease. The only therapy offered to these boys are steroids which slightly delayed the disease progression. The boys lose their ability to walk at around the age of 12, and die in the 4th decade of life from severe heart and lung problems.

In this study investigators will test the efficacy of Tamoxifen treatment in ambulatory DMD boys. Tamoxifen is a drug used for palliative treatment of breast cancer patients and has an outstanding safety profile. In addition, Tamoxifen was tested in the past in boys, for other pediatric indications, and showed an excellent safety with no side effects.

Tamoxifen is being tested in this study, as a therapy for DMD, for the following reasons:

(i) it was shown to have anti-fibrotic effect in multiple in-vivo systems; (ii) it assists in the repair of damaged muscles.

In other words, Tamoxifen is expected to have a synergistic effect on DMD patients, due to its dual mechanism of action. Indeed, Tamoxifen was shown to have significant beneficial effects in the mdx mouse model of DMD. Also, a small compassionate cohort of 3 boys, treated for 6 months with Tamoxifen, yielded very encouraging results.",False,Duchenne Muscular Dystrophy,DRUG,Tamoxifen,6-minute walk distance (6MWD),North Star assesment(NSAA),Hadassah Medical Organization,,MALE,5 Years,16 Years,CHILD,PHASE1,19,OTHER,INTERVENTIONAL,TREATMENT,DMDTAM001-HMO-CTIL,,2016-11,2020-11,2020-11,2016-07-15,,2022-07-25,2024-12-10T07:22:19.264591
NCT02420379,Safety Study of Eteplirsen to Treat Early Stage Duchenne Muscular Dystrophy,,COMPLETED,"This is an open-label study to assess the safety, tolerability, efficacy and pharmacokinetics of eteplirsen in patients with early stage Duchenne muscular dystrophy (DMD) who are amenable to exon 51 skipping.",True,Duchenne Muscular Dystrophy (DMD),DRUG,eteplirsen,"Number of Participants With Treatment Emergent Adverse Events (TEAEs), Serious TEAEs, and TEAEs Leading to Discontinuation, Number of Participants With Potentially Clinically Significant Laboratory Abnormalities Reported as TEAEs, Number of Participants With Potentially Clinically Significant Abnormalities in Vital Signs Reported as TEAEs, Number of Participants With at Least One Abnormal Physical Examination Finding, Number of Participants With Abnormalities in Electrocardiograms (ECGs) Reported as TEAEs, Number of Participants With Abnormalities in Echocardiograms (ECHO) Reported as TEAEs","Change From Baseline in Dystrophin Protein Levels Quantified by Western Blot at Week 48 and 96, Change From Baseline in Dystrophin Intensity Levels Determined by Immunohistochemistry (IHC) at Week 48 and 96","Sarepta Therapeutics, Inc.",,MALE,4 Years,6 Years,CHILD,PHASE2,33,INDUSTRY,INTERVENTIONAL,TREATMENT,4658-203,,2015-06-30,2018-12-17,2018-12-17,2015-04-17,2020-07-22,2021-01-25,2024-12-10T07:22:19.264591
NCT03372655,Prognostic Factors Affecting Duchenne Muscular Dystrophy,,UNKNOWN,Determination of prognostic factors affecting ambulation of duchenne muscular dystrophy,False,Duchenne Muscular Dystrophy,,,Ten meter walking test,Muscle strenght,Assiut University,,MALE,10 Years,18 Years,"CHILD, ADULT",,82,OTHER,OBSERVATIONAL,,PFADMD,,2018-01-01,2019-01-01,2019-03-01,2017-12-14,,2017-12-14,2024-12-10T07:22:19.264591
NCT02413450,Derivation of Human Induced Pluripotent Stem (iPS) Cells to Heritable Cardiac Arrhythmias,,ENROLLING_BY_INVITATION,"Human induced pluripotent stem cells (hiPSCs) have driven a paradigm shift in the modeling of human disease; the ability to reprogram patient-specific cells holds the promise of an enhanced understanding of disease mechanisms and phenotypic variability, with applications in personalized predictive pharmacology/toxicology, cell therapy and regenerative medicine. This research will collect blood or skin biopsies from patients and healthy controls for the purpose of generating cell and tissue models of Mendelian heritable forms of heart disease focusing on cardiomyopathies, channelopathies and neuromuscular diseases. Cardiomyocytes derived from hiPSCs will provide a ready source of disease specific cells to study pathogenesis and therapeutics.",False,"Inherited Cardiac Arrythmias, Long QT Syndrome (LQTS), Brugada Syndrome (BrS), Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT), Early Repolarization Syndrome (ERS), Arrhythmogenic Cardiomyopathy (AC, ARVD/C), Hypertrophic Cardiomyopathy (HCM), Dilated Cardiomyopathy (DCM), Muscular Dystrophies (Duchenne, Becker, Myotonic Dystrophy), Normal Control Subjects",,,•Production of cardiomyocytes and engineered tissues from hiPSC-derived cardiomyocytes to be used in mechanistic studies of disease and testing of therapeutic interventions.,,Johns Hopkins University,"National Heart, Lung, and Blood Institute (NHLBI)",ALL,18 Years,85 Years,"ADULT, OLDER_ADULT",,100,OTHER,OBSERVATIONAL,,NA_00085175,1R01HL128743-01A1,2013-08,2028-08,2029-08,2015-04-10,,2024-01-08,2024-12-10T07:22:19.264591
NCT03218995,Study of Eteplirsen in Young Participants With Duchenne Muscular Dystrophy (DMD) Amenable to Exon 51 Skipping,,COMPLETED,"This is a multicenter, open-label, dose-escalation study to evaluate the safety, tolerability, and PK of once-weekly IV infusions of eteplirsen in approximately 12 male participants, ages 6 months to 48 months (inclusive), who have genotypically confirmed DMD with a deletion mutation amenable to exon 51 skipping.",True,Duchenne Muscular Dystrophy,DRUG,Eteplirsen,"Number of Participants With Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs), and TEAEs Leading to Discontinuation From Study Drug, Number of Participants With at Least 1 Potentially Clinically Significant Clinical Safety Laboratory Abnormality, Number of Participants With at Least 1 Markedly Abnormal Vital Sign, Abnormal Changes From Baseline or Worsening of Physical Examination Findings, Number of Participants With at Least 1 Markedly Abnormal Electrocardiogram (ECG) and Echocardiogram (ECHO)","Maximum Plasma Concentration (Cmax) of Eteplirsen, Time to Reach Maximum Plasma Concentration (Tmax) of Eteplirsen, Area Under Concentration-Time Curve From Time 0 to the Last Quantifiable Concentration (AUClast) of Eteplirsen in Plasma, Amount of Drug Eliminated in Urine","Sarepta Therapeutics, Inc.",,MALE,6 Months,48 Months,CHILD,PHASE2,15,INDUSTRY,INTERVENTIONAL,TREATMENT,4658-102,,2017-08-16,2021-03-10,2021-03-10,2017-07-17,2021-12-09,2021-12-09,2024-12-10T07:22:19.264591
NCT05244395,Development of a New Instrument to Evaluate Gait Characteristics of Individuals With Duchenne Muscular Dystrophy,,COMPLETED,"The aim of this study was to develop a gait assessment instrument for Duchenne Muscular Dystrophy patients (DMD-GAS), and investigate its validity and reliability.The scale was developed considering the expert opinions which included 10 physiotherapists who had experience in the management of patients with DMD over the 2-round Delphi method, and the Content Validity Index (CVI) was calculated. The final version of the DMD-GAS that was agreed upon the experts consisted of 10 items, and each item scored between 0 and 2. The intra-rater reliability was established by the video analysis of children with a 1-month interval and inter-rater reliability was determined by the scores of 3 physiotherapists. The criterion validity was determined by investigating the relationship between the total score of the DMD-GAS and Motor Function Measure (MFM), 6 Minute Walk Test (6MWT), and the data obtained from GAITRite system.",False,"Duchenne Muscular Dystrophy, Gait Disorders in Children, Gait Disorders, Neurologic",OTHER,Duchenne Muscular Dystrophy Gait Assessment Scale,"Duchenne Muscular Dystrophy Gait Assessment Scale (DMD-GAS), Motor Function Measure (MFM)",6 meter walking test (6MWT),Hacettepe University,,MALE,5 Years,18 Years,"CHILD, ADULT",NA,56,OTHER,INTERVENTIONAL,OTHER,GO 20/1058,,2020-02-10,2021-11-30,2022-02-10,2022-02-17,,2022-03-07,2024-12-10T07:22:19.264591
NCT05330195,Bicycle Ergometer Training in Duchenne Muscular Dystrophy,BETDMD,COMPLETED,"The progressive muscle weakness and contractures of the patients adversely affect their gait and balance. It is known that the disorder of the patients' balance and gait affects their functional capacity. The aim of this study is to examine the effects of bicycle ergometer training on gait and balance in children with Duchenne Muscular Dystrophy. Twenty-four children with DMD included in the study will be divided into two groups as home program and home program+bicycle ergometer training with block randomization method. Home program including stretching, respiratory, range of motion, posture and mild resistance exercise with body weight will be asked to apply 3-5 days a week for 12 weeks, aerobic training will be performed 3 days a week for 12 weeks at 60% of their maximum hearth rate with 40 minutes total duration consisting of 5 min warm up and 5 min cool down period. Gait and balance were evaluated with GAITrite and Bertec Balance Check Screener, successively. Assessments will be applied at pre-training and after 12 weeks of training.",False,Duchenne Muscular Dystrophy,"OTHER, OTHER","Bicycle Ergometer Training, Home-based exercise group","Step Time and Cycle Time(Gait), Step Length, Stride Length and base of support (Gait), Single support, double support, swing phase and stance phase (Gait), Velocity (Gait), Cadence (Gait), Balance (rigid surface), Balance (perturbated surface)",,Hacettepe University,,MALE,5 Years,12 Years,CHILD,NA,23,OTHER,INTERVENTIONAL,TREATMENT,2022008,,2022-04-18,2023-02-28,2023-05-25,2022-04-15,,2023-10-11,2024-12-10T07:22:19.264591
NCT06641895,Evaluation of the Safety and Efficacy of BBM-D101 to Treat Patients With Duchenne Muscular Dystrophy,,RECRUITING,"The purpose of the study is to assess the safety, tolerability, and efficacy of BBM-D101 to treat patients with Duchenne Muscular Dystrophy.",False,Duchenne Muscular Dystrophy (DMD),GENETIC,BBM-D101,"Incidence of dose limiting toxicity (DLT) events, The incidence of adverse events (AEs) and serious adverse events (SAEs)","Changes from baseline in the North Star Ambulatory Assessment (NSAA), Changes from baseline in the time to ascend 10-meter walk/run test (10MWR) without assistance, Changes from baseline in the time to ascend time to rise (TTR) without assistance without assistance, Changes from baseline in the time to ascend 4 steps (4-stair climb, 4SC) without assistance, Changes from baseline in the time to ascend 100-meter walk/run test (100MWR) without assistance, Changes from baseline in BBM-D101 genome copies in muscle biopsy samples, Changes from baseline in BBM-D101 therapeutic protein level in muscle biopsy samples",Shanghai Jiao Tong University School of Medicine,"Shanghai Mianyi Biopharmaceutical Co., Ltd.",MALE,4 Years,8 Years,CHILD,EARLY_PHASE1,6,OTHER,INTERVENTIONAL,TREATMENT,BBM041-IIT1001,,2024-07-25,2026-07-31,2030-07-31,2024-10-15,,2024-10-15,2024-12-10T07:22:19.264591
NCT01982695,Cardiomyopathy in DMD: Lisinopril vs. Losartan,,COMPLETED,"This trial is a double-blind randomized clinical trial of lisinopril versus losartan for the treatment of cardiomyopathy in Duchenne Muscular Dystrophy (DMD). Both drugs are known to be effective for the treatment of dilated cardiomyopathy. ACEi have been reported to delay the onset and progression of left ventricle dysfunction in children with DMD. Multiple studies show therapeutic efficacy of losartan in animals with cardiomyopathy related to muscular dystrophy and in patients with cardiomyopathy from diverse causes. ARBs are often reserved for patients in whom heart failure is not adequately treated or where side effects preclude the use of an ACEi. However, in DMD, losartan might be a better choice as a first line drug because of studies demonstrating a potential benefit for skeletal muscle in the mdx mouse. Considering that both skeletal and cardiac muscles are major contributors of the disability of DMD, a drug that could improve both heart and skeletal muscles simultaneously would need consideration as the drug of choice for the cardiomyopathic DMD patient.",True,"Duchenne Muscular Dystrophy (DMD), Cardiomyopathy","DRUG, DRUG","Losartan, Lisinopril",Cardiac Ejection Fraction as Measured by Echocardiogram,,Nationwide Children's Hospital,"Boston Children's Hospital, University of California, Davis, Unverisity of Kansas Medical Center, University of Minnesota, St. Louis Children's Hospital",MALE,,,"CHILD, ADULT, OLDER_ADULT",NA,23,OTHER,INTERVENTIONAL,TREATMENT,IRB12-00149,,2009-03,2012-08,2013-09,2013-11-13,2017-03-21,2017-03-21,2024-12-10T07:22:19.264591
NCT05313295,Physical Therapy Treatment on Children and Adolescents With Neurological Pathologies,,COMPLETED,To evaluate the positive effects of a home-based physical therapy intervention added to the usual physical therapy programs performed in children with neurological pathologies that induce sensorimotor impairments that affect their quality of life and the importance of the implications of their families in their treatment.,False,"Neurologic Disorder, Duchenne, Pediatric Disorder, Sensorimotor Disorder Nos","OTHER, OTHER","Home-based physiotherapy, Usual Physiotherapy",Motor Function Measure,"Brooke Upper Extremity Scale, Vignos Scale, Timed Up and Go Test, Six Minutes Walk Distance",Universidad de Almeria,,ALL,3 Years,18 Years,"CHILD, ADULT",NA,30,OTHER,INTERVENTIONAL,TREATMENT,FiNeuro,,2018-11-01,2022-11-30,2023-05-10,2022-04-06,,2023-05-23,2024-12-10T07:22:19.264591
