NCTId,type,name,description,arm_group_labels,other_names
NCT04767061,Drug,Beta blockers,"The intervention is a two-arm crossover withdrawal/ reversal design (On \[A\] vs Off \[B\]) with up to 4 periods, each period lasting up to 6 weeks. During the On period (A), subjects will be on their beta blocker. During the Off period (B), their beta blockers will be down titrated and subsequently discontinued.

Subjects will be randomized into either ABAB or BABA sequences.","Beta Blocker ABAB Sequence, Beta Blocker BABA Sequence","atenolol, betaxolol, bisoprolol, metoprolol, nebivolol, nadolol, propranolol, acebutolol, penbutolol, pindolol, carvedilol, labetalol, sotalol, metoprolol succinate, metoprolol tartrate"
NCT03756285,Drug,AZD4831,AZD4831 tablet taken orally for 90 days.,AZD4831,
NCT03756285,Drug,Placebo,Placebo tablet taken orally for 90 days.,Placebo,
NCT05114785,Diagnostic Test,Multi Parametric Cardiac Magnetic Resonance,Research based Cardiac MRI evaluation to determine cardiovascular haemodynamics,"Control group, HFpEF group",
NCT05409183,Drug,CRD-740,Tablets administered orally.,CRD-740,
NCT05409183,Drug,Placebo,Tablets administered orally.,Placebo,
NCT06078683,Dietary Supplement,C8 Ketone Supplement,"Nutritional and Dietary Manipulation:

Participants will undertake a controlled feeding intervention where they will drink the supplement twice a day for 6 weeks. The supplement is a C8 Ketone Diester supplement. The beverage contains 25 g of C8 Ketone Diester emulsified in a matrix of water, whey protein concentrate, modified gum acacia, natural and artificial flavors and cocoa powder. It contains 210 kcal, 0.5 g fat, 2 g carbohydrate, and 2 g protein. For the proposed studies all participants will drink 5.4 oz of supplement, delivering 50g of C8 Ketone Supplement daily in a split serving fashion where half will be consumed in the morning with breakfast, and the other half with lunch.",Ketone Ester,
NCT06078683,Dietary Supplement,Placebo,"Nutritional and Dietary Manipulation:

Participants will undertake a controlled feeding intervention where they will drink the placebo twice a day, once at breakfast, and once around lunch time for 6 weeks. The placebo is flavor, energy, volume, and macronutrient matched will be given to patients as part of the placebo arm of the study. This placebo will not contain any ketones (BHB), which will be replaced with a similar caloric content of fat in the form of canola oil.",Placebo,
NCT06078683,Dietary Supplement,Ketone Ester Acute,"Nutritional and Dietary Manipulation:

Participants will undertake a controlled feeding intervention where they will drink two servings of the supplement at once (50g total C8 Ketone Supplement), and images obtained before and after consumption. The supplement is a C8 Ketone Supplement. The beverage contains 25 g of C8 Ketone Diester emulsified in a matrix of water, whey protein concentrate, modified gum acacia, natural and artificial flavors and cocoa powder. It contains 210 kcal, 0.5 g fat, 2 g carbohydrate, and 2 g protein.",Keto Ester Acute,
NCT06078683,Dietary Supplement,Placebo Acute,"Participants will undertake a controlled feeding intervention where they will drink two servings of the placebo at once (50g total placebo), and images obtained before and after consumption. The placebo is flavor, energy, volume, and macronutrient matched will be given to patients as part of the placebo arm of the study. This placebo will not contain any BHB, which will be replaced with a similar caloric content of fat in the form of canola oil.",Placebo Acute,
NCT04475042,Drug,Dapagliflozin,10mg od,"Group A, Group B",
NCT04475042,Drug,Placebo,Placebo,"Group A, Group B",
NCT01747785,Other,Cardiac rehabilitation,Aerobic cardiac exercise training will be provided over the 12 week study duration.,Patients at risk of heart failure,
NCT01747785,Other,Myocardial deformation imaging,A 2D Doppler echocardiograph (image) of the heart will be captured during a single heart beat taken at rest and during cardiopulmonary exercise tests to measure left and right ventricular segmental systolic and diastolic strain measurements.,"Healthy controls, Patients at risk of heart failure",
NCT01747785,Other,Cardiopulmonary exercise test,The cardiopulmonary exercise test consists of cycling exercise of mild and moderate intensity on an upright cycle ergometer on a tilting table (to facilitate imaging) for 6-10 minute periods within a one hour session.,"Healthy controls, Patients at risk of heart failure",
NCT06377761,Drug,Qishen Granules,"One package per time, twice a day, 90 days of treatment",Qishen Granules,
NCT06377761,Drug,Placebo,"One package per time, twice a day, 90 days of treatment (the placebo was basically the same as Qishen granules in terms of appearance, shape, color, taste, etc.)",Placebo,
NCT03251183,Diagnostic Test,Comprehensive Cardiovascular magnetic resonance (CMR),"Cardiovascular magnetic resonance (CMR) provides non-invasive, radiation-free and in-depth evaluation of myocardial structure and function. In addition to established tools for assessment of cardiac volume, mass, function and regional myocardial scar with late Gadolinium enhancement (LGE), several novel quantitative CMR parameters will be assessed including T1-mapping or fully quantitative perfusion Imaging.","Age/gender matched control group, Healthy volunteers, Main group, Reproducibility group",
NCT03251183,Diagnostic Test,Blood sampling,"Blood samples will eventually be analysed for markers related to heart failure (BNP/NT)-pro-BNP, myocardial inflammation and fibrosis (cytokine profiling, Galectin-3, Procollagen Type I and III, hsCRP). Whole blood will be frozen for DNA isolation and genome analysis. Peripheral blood mononuclear cells will be isolated by Ficoll in a subset of patients and will be used for RNA isolation allowing RNA-seq or reverse transcription (RT) - polymerase chain reaction (PCR) analysis.","Age/gender matched control group, Healthy volunteers, Main group, Reproducibility group",
NCT03251183,Diagnostic Test,TTE (EchoErgo),"Measurements will include cavity dimensions, flow velocities, myocardial motion velocity and strain as well as for change of parameters during ergometric stress.","Age/gender matched control group, Healthy volunteers, Main group",
NCT03251183,Diagnostic Test,Invasive pressure-volume (PV) Loops,"Multiple parameters (including EDPVR, ESPVR, dp/dt min, Tau, Ea) will be derived from the various PV loop assessments and additional relevant parameters will be calculated. Right ventricular and pulmonary pressures including pulmonary vascular resistance will be measured with Swan-Ganz catheters using right venous femoral approach.",Main group,
NCT03251183,Diagnostic Test,Left ventricular (LV) biopsy,"A set of myocardial biopsies for each patient will be stained with Masson Trichrome for qualitative and quantitative assessment of the collagen volume fraction; fat droplets will be identified by red oil staining, Congo Red for amyloid immunohistology will be used to determine total leukocytes (CD45), T-cells (CD3) and monocytes/macrophages (CD68).

A second set of biopsies will be frozen immediately and stored at -80°. Western blot analysis will be performed to determine alterations at the myofilament level including titin isoform composition and phosphorylation status.",Main group,
NCT06316661,Diagnostic Test,stress perfusion cardiac magnetic resonance,"stress perfusion cardiac magnetic resonance according to guidelines, with quantitative evaluation for microvascular dysfunction assessment","HFpEF, healthy volunteers",
NCT06316661,Diagnostic Test,cardiopulmonary exercise test,bike exercise with ECG and non invasive respiratory gas exchange monitoring,"HFpEF, healthy volunteers",
NCT02728154,Other,Blood Sample,One tablespoon of blood will be drawn once during the study.,"Normal control, heart failure, pre-HFpEF",
NCT02728154,Other,Stool Sample,One stool sample will be collected.,"Normal control, heart failure, pre-HFpEF",
NCT01989299,Device,ILR implantation,,,
NCT04235699,Other,Nutritional and Dietary Manipulation,Participants will undertake a controlled feeding intervention. All food will be prepared and delivered to participants by research staff. Participants will be asked to exclusively eat what is provided to them in efforts to control any dietary effects.,"Ketogenic Diet, Low-fat mixed Diet",
NCT03310099,Behavioral,Increasing daily unsaturated fatty acid consumption,"Investigators will provide participant with detailed information about the consumption of food rich in unsaturated fatty acids (UFA) like extra-virgin olive oil, canola oil or mixed nuts, and they will provide specific recommendations based on the participant's diet. The investigators will follow up with a weekly phone call to assure that the dietary recommendations are clear and that the participants can integrate the suggestions into their daily diets.",Dietary Intervention,
NCT05057806,Drug,Empagliflozin 25 MG,Empagliflozin 25MG will be administered orally once per day for 3 months,Empagliflozin Group,Jardiance
NCT05057806,Drug,Placebo,The placebo will be administered orally once per day for 3 months,Placebo group,Placebo for Empagliflozin
NCT03641599,Diagnostic Test,echocardiography,echocardiographic assessment of the RV and LV systolic function,"heart failure with mid range ejection fraction, heart failure with preserved ejection fraction, heart failure with reduced ejection fraction",
NCT03833336,Other,Placebo,The group assigned to placebo will receive an infusion of normal saline solution plus oral lactose capsules identical to oral medication.,Placebo,
NCT03833336,Drug,Ferric carboxymaltose,The group assigned to receive intravenous iron will receive intravenous ferric carboxymaltose ajusted by weight and Hb levels according to study protocol plus oral placebo,Intravenous ferric carboxymaltose,
NCT03833336,Drug,Ferroglycine Sulfate,One group assigned to receive oral iron will receive two 100 mg oral capsule of ferroglycine sulfate plus intravenous placebo (normal saline solution),Oral iron A: ferroglycine sulfate,
NCT03833336,Drug,Sucrosomial Iron,One group assigned to receive oral iron will receive or two oral capsule containing 30 mg of pyrophosphate sucrosomial iron plus intravenous placebo (normal saline solution),Oral iron B: sucrosomial iron,
NCT03619213,Drug,Dapagliflozin,"10 mg tablets given once daily, per oral use.",Dapagliflozin,"Forxiga TM, Farxiga TM"
NCT03619213,Drug,Placebo,Placebo matching dapagliflozin 10 mg,Placebo,
NCT04886713,Diagnostic Test,Adipose and myocardial tissue sampling,"After median sternotomy tissue samples will be collected from the epicardial space, the abdominal wall and the myocardium.","Lean control, Obese HFpEF, Obese controls",
NCT04886713,Diagnostic Test,Cardiac magnetic resonance imaging,"Magnetic resonance imaging will be performed at 1.5 Tesla ('Intera', Philips Medical Systems, Best, The Netherlands). All subjects will be examined in the supine position with initial anatomy scans to cover the thorax to the first sacral vertebrae. The magnetic resonance imaging protocol is summarized in Figure 4.

The following imaging parameters will be acquired:

* Biventricular end-diastolic and end-systolic volume, ejection fraction, stroke volume
* Biventricular mass, wall thickness
* T1 mapping; native and \> 10 minutes post contrast injection as an estimate of left ventricular diffuse fibrosis and extracellular volume
* Late enhancement for detection of regional fibrosis and scar
* Myocardial feature tracking for analysis of deformation/motion
* Epicardial fat volume","Lean control, Obese HFpEF, Obese controls",
